indicator,closest_climate_indicator,climate_similarity,second_closest_climate_indicator,second_closest_similarity,third_closest_climate_indicator,third_closest_similarity,nearest_rank
B-READY: Business Insolvency Pillar 1: Quality of Regulations for Judicial Insolvency Proceedings,"New business density (new registrations per 1,000 people ages 15-64)",0.20961093558053134,CPIA business regulatory environment rating (1=low to 6=high),0.2080171747926436,CPIA quality of public administration rating (1=low to 6=high),0.12410974958848286,477
Firms using banks to finance investment (% of firms),Investment in transport with private participation (current US$),0.20106306100716065,Investment in energy with private participation (current US$),0.19863916486462752,"Foreign direct investment, net outflows (% of GDP)",0.19192298720829004,478
Firms with a bank loan/line of credit (% of firms),Domestic credit to private sector by banks (% of GDP),0.19318805905387515,Domestic credit provided by financial sector (% of GDP),0.1842672983869933,Bank liquid reserves to bank assets ratio (%),0.17245078430270877,479
Firms visited or required meetings with tax officials (% of firms),Customs and other import duties (% of tax revenue),0.19249770897168506,Tax revenue (% of GDP),0.17763235691441293,Taxes on exports (% of tax revenue),0.1703396224229804,480
Firms using banks to finance working capital (% of firms),Individuals using the Internet (% of population),0.1889276871027037,People using safely managed sanitation services (% of population),0.18177041384511416,People using safely managed drinking water services (% of population),0.1806937748315045,481
Firms expected to give gifts in meetings with tax officials (% of firms),Customs and other import duties (% of tax revenue),0.18644848305823014,Tax revenue (% of GDP),0.17264392131343753,Taxes on exports (% of tax revenue),0.16649791326407526,482
Firms offering formal training (% of firms),"Share of youth not in education, employment or training, total (% of youth population)",0.18156754243273,"Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)",0.1670883435833771,Population in largest city,0.10498655710974569,483
Firms with female top manager (% of firms),Female share of employment in senior and middle management (%),0.1628872194737052,"Use of IMF credit (DOD, current US$)",0.12420783452917383,Individuals using the Internet (% of population),0.11755487352769334,484
Firms with female participation in ownership (% of firms),Female share of employment in senior and middle management (%),0.1488020599953761,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",0.1318115072800885,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",0.13149345463685724,485
B-READY: Pillar 3: Operational Efficiency,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),0.1434137106583353,CPIA quality of public administration rating (1=low to 6=high),0.14136699610495396,"Human capital index plus (HCI+): on-the-job learning pillar score, total (scale -30–87)",0.13873600340216186,486
Bribery incidence (% of firms experiencing at least one bribe payment request),"Incidence of HIV, all (per 1,000 uninfected population)",0.14209603866908205,"Borrowers from commercial banks (per 1,000 adults)",0.13515327517888287,"Depositors with commercial banks (per 1,000 adults)",0.13515313817493269,487
Firms where largest owner is also the top manager (% of firms),"Use of IMF credit (DOD, current US$)",0.12103730713026128,Population in largest city,0.1195075282996294,Bank liquid reserves to bank assets ratio (%),0.09577591068528202,488
Firms competing against unregistered firms (% of firms),"Use of IMF credit (DOD, current US$)",0.1195876440674597,Bank liquid reserves to bank assets ratio (%),0.09859427894318484,Population in largest city,0.09187624562737118,489
Firms experiencing electrical outages (% of firms),"Use of IMF credit (DOD, current US$)",0.11902689869769645,Bank liquid reserves to bank assets ratio (%),0.09805922939336487,Population in largest city,0.09149820274532672,490
Firms formally registered when operations started (% of firms),"Use of IMF credit (DOD, current US$)",0.11898733593528421,Bank liquid reserves to bank assets ratio (%),0.09731897142318613,Population in largest city,0.09313232763761081,491
Firms exporting directly at least 10% of sales (% of firms),"Use of IMF credit (DOD, current US$)",0.11200062103939334,Bank liquid reserves to bank assets ratio (%),0.10333572810918479,New businesses registered (number),0.09873139976277401,492
